epoch,lr-AdamW,step,train_acc,train_loss,val_acc,val_loss
,0.0003,17199,,,,
49,,17549,,,0.8597999811172485,0.4467475712299347
49,,17549,0.9259259104728699,0.21239669620990753,,
,0.0003,17550,,,,
50,,17900,,,0.8604000210762024,0.444335013628006
50,,17900,0.925770103931427,0.21178212761878967,,
,0.0003,17901,,,,
51,,18251,,,0.8442000150680542,0.5220738053321838
51,,18251,0.9272836446762085,0.20668134093284607,,
,0.0003,18252,,,,
52,,18602,,,0.8654000163078308,0.42738497257232666
52,,18602,0.9272836446762085,0.2066662758588791,,
,0.0003,18603,,,,
53,,18953,,,0.8485999703407288,0.47883936762809753
53,,18953,0.9286413788795471,0.20247897505760193,,
,0.0003,18954,,,,
54,,19304,,,0.8425999879837036,0.5029438734054565
54,,19304,0.9314458966255188,0.19629213213920593,,
,0.0003,19305,,,,
55,,19655,,,0.8596000075340271,0.4605787694454193
55,,19655,0.9295094609260559,0.19840599596500397,,
,0.0003,19656,,,,
56,,20006,,,0.8555999994277954,0.4810098111629486
56,,20006,0.9333378076553345,0.18903911113739014,,
,0.0003,20007,,,,
57,,20357,,,0.8557999730110168,0.4836791455745697
57,,20357,0.9321804046630859,0.1897076517343521,,
,0.0003,20358,,,,
58,,20708,,,0.8564000129699707,0.48059043288230896
58,,20708,0.933961033821106,0.18629460036754608,,
,0.0003,20709,,,,
59,,21059,,,0.8533999919891357,0.4963173270225525
59,,21059,0.9335380792617798,0.18432104587554932,,
,0.0003,21060,,,,
60,,21410,,,0.8396000266075134,0.6014925241470337
60,,21410,0.9385906457901001,0.17791114747524261,,
,0.0003,21411,,,,
61,,21761,,,0.8461999893188477,0.5141247510910034
61,,21761,0.9363648295402527,0.1775650978088379,,
,0.0003,21762,,,,
62,,22112,,,0.847599983215332,0.5161775350570679
62,,22112,0.938034176826477,0.1774691343307495,,
,0.0003,22113,,,,
63,,22463,,,0.8482000231742859,0.5220090746879578
63,,22463,0.9377670884132385,0.1747734695672989,,
,0.0003,22464,,,,
64,,22814,,,0.8560000061988831,0.4988131821155548
64,,22814,0.9385015964508057,0.17141270637512207,,
,0.0003,22815,,,,
65,,23165,,,0.8614000082015991,0.47589629888534546
65,,23165,0.9411057829856873,0.17129777371883392,,
,0.0003,23166,,,,
66,,23516,,,0.8651999831199646,0.45304784178733826
66,,23516,0.9416177272796631,0.16622678935527802,,
,0.0003,23517,,,,
67,,23867,,,0.8447999954223633,0.5320520401000977
67,,23867,0.943198025226593,0.1624138057231903,,
,0.0003,23868,,,,
68,,24218,,,0.8555999994277954,0.5031620860099792
68,,24218,0.9421519041061401,0.16524431109428406,,
,0.0003,24219,,,,
69,,24569,,,0.8582000136375427,0.4919090270996094
69,,24569,0.941929280757904,0.16329902410507202,,
,0.0003,24570,,,,
70,,24920,,,0.8669999837875366,0.4857963025569916
70,,24920,0.9463586211204529,0.15467968583106995,,
,0.0003,24921,,,,
71,,25271,,,0.852400004863739,0.5168232917785645
71,,25271,0.9449341297149658,0.15421783924102783,,
,0.0003,25272,,,,
72,,25622,,,0.8551999926567078,0.4924120008945465
72,,25622,0.9445112347602844,0.15509755909442902,,
,0.0003,25623,,,,
73,,25973,,,0.8429999947547913,0.5635371804237366
73,,25973,0.9473824501037598,0.15067726373672485,,
,0.0003,25974,,,,
74,,26324,,,0.8655999898910522,0.46369993686676025
74,,26324,0.9478721618652344,0.1500137895345688,,
,0.0003,26325,,,,
75,,26675,,,0.8496000170707703,0.5373671650886536
75,,26675,0.9460915327072144,0.15022416412830353,,
,0.0003,26676,,,,
76,,27026,,,0.8560000061988831,0.5205407738685608
76,,27026,0.9479389190673828,0.14749936759471893,,
,0.0003,27027,,,,
77,,27377,,,0.8384000062942505,0.5909745097160339
77,,27377,0.9506766200065613,0.14131781458854675,,
,0.0003,27378,,,,
78,,27728,,,0.8432000279426575,0.5763776302337646
78,,27728,0.9478276371955872,0.14532361924648285,,
,0.0003,27729,,,,
79,,28079,,,0.8705999851226807,0.46013179421424866
79,,28079,0.9500089287757874,0.1418057233095169,,
,0.0003,28080,,,,
80,,28430,,,0.8543999791145325,0.5690986514091492
80,,28430,0.949207603931427,0.14181578159332275,,
,0.0003,28431,,,,
81,,28781,,,0.8626000285148621,0.5005499720573425
81,,28781,0.9496750235557556,0.14181683957576752,,
,0.0003,28782,,,,
82,,29132,,,0.8518000245094299,0.5320388078689575
82,,29132,0.9522569179534912,0.13485968112945557,,
,0.0003,29133,,,,
83,,29483,,,0.8672000169754028,0.4783843159675598
83,,29483,0.9502760171890259,0.138217493891716,,
,0.0003,29484,,,,
84,,29834,,,0.8615999817848206,0.4868367612361908
84,,29834,0.950988233089447,0.13724268972873688,,
,0.0003,29835,,,,
85,,30185,,,0.8637999892234802,0.48661744594573975
85,,30185,0.9527466297149658,0.13256222009658813,,
,0.0003,30186,,,,
86,,30536,,,0.8611999750137329,0.4841860830783844
86,,30536,0.9558627009391785,0.12440419942140579,,
,0.0003,30537,,,,
87,,30887,,,0.8417999744415283,0.5862918496131897
87,,30887,0.9536146521568298,0.12989076972007751,,
,0.0003,30888,,,,
88,,31238,,,0.8611999750137329,0.5261555314064026
88,,31238,0.9555510878562927,0.12915009260177612,,
,0.0003,31239,,,,
89,,31589,,,0.8668000102043152,0.4952601194381714
89,,31589,0.95401531457901,0.12855949997901917,,
,0.0003,31590,,,,
90,,31940,,,0.8596000075340271,0.520485520362854
90,,31940,0.9554175734519958,0.1272001564502716,,
,0.0003,31941,,,,
91,,32291,,,0.8622000217437744,0.5086033344268799
91,,32291,0.9558404684066772,0.12506063282489777,,
,0.0003,32292,,,,
92,,32642,,,0.8601999878883362,0.5236974358558655
92,,32642,0.9555733799934387,0.12519389390945435,,
,0.0003,32643,,,,
93,,32993,,,0.8673999905586243,0.4710046350955963
93,,32993,0.9559072256088257,0.12391036748886108,,
,0.0003,32994,,,,
94,,33344,,,0.8658000230789185,0.4683201313018799
94,,33344,0.9568197727203369,0.12012079358100891,,
,0.0003,33345,,,,
95,,33695,,,0.8501999974250793,0.5904821753501892
95,,33695,0.9571536779403687,0.11972717195749283,,
,0.0003,33696,,,,
96,,34046,,,0.8600000143051147,0.5264556407928467
96,,34046,0.9572649598121643,0.12045365571975708,,
,0.0003,34047,,,,
97,,34397,,,0.8510000109672546,0.5916293263435364
97,,34397,0.9573540091514587,0.1191401481628418,,
,0.0003,34398,,,,
98,,34748,,,0.8654000163078308,0.4980327785015106
98,,34748,0.9601362347602844,0.11393194645643234,,
,0.0003,34749,,,,
99,,35099,,,0.866599977016449,0.4969191551208496
99,,35099,0.9597578644752502,0.11415635049343109,,
