epoch,lr-AdamW,step,train_acc,train_loss,val_acc,val_loss
49,,17549,,,0.6970000267028809,0.8774582743644714
49,,17549,0.6919960975646973,0.8662055730819702,,
,0.0003,17550,,,,
50,,17900,,,0.6876000165939331,0.9043048024177551
50,,17900,0.6941550970077515,0.8556308746337891,,
,0.0003,17901,,,,
51,,18251,,,0.6868000030517578,0.8895782232284546
51,,18251,0.6985399127006531,0.8493062257766724,,
,0.0003,18252,,,,
52,,18602,,,0.6977999806404114,0.8745987415313721
52,,18602,0.6961360573768616,0.8486443161964417,,
,0.0003,18603,,,,
53,,18953,,,0.6887999773025513,0.8816050887107849
53,,18953,0.6989182829856873,0.8400763869285583,,
,0.0003,18954,,,,
54,,19304,,,0.6905999779701233,0.915130078792572
54,,19304,0.7011440396308899,0.8344925045967102,,
,0.0003,19305,,,,
55,,19655,,,0.6984000205993652,0.894546389579773
55,,19655,0.7024572491645813,0.8311417102813721,,
,0.0003,19656,,,,
56,,20006,,,0.6973999738693237,0.8893085718154907
56,,20006,0.7069088220596313,0.8214395046234131,,
,0.0003,20007,,,,
57,,20357,,,0.6890000104904175,0.916212797164917
57,,20357,0.707910418510437,0.8161352276802063,,
,0.0003,20358,,,,
58,,20708,,,0.7107999920845032,0.8717646598815918
58,,20708,0.70737624168396,0.8138529658317566,,
,0.0003,20709,,,,
59,,21059,,,0.704200029373169,0.8574379682540894
59,,21059,0.7071759104728699,0.8132836222648621,,
,0.0003,21060,,,,
60,,21410,,,0.7027999758720398,0.8590050935745239
60,,21410,0.7116052508354187,0.8071421980857849,,
,0.0003,21411,,,,
61,,21761,,,0.6854000091552734,0.919899582862854
61,,21761,0.7120949029922485,0.80076003074646,,
,0.0003,21762,,,,
62,,22112,,,0.7056000232696533,0.8589862585067749
62,,22112,0.7132077813148499,0.7997751235961914,,
,0.0003,22113,,,,
63,,22463,,,0.701200008392334,0.8620753884315491
63,,22463,0.7127848863601685,0.7928500771522522,,
,0.0003,22464,,,,
64,,22814,,,0.7003999948501587,0.8473512530326843
64,,22814,0.7175703644752502,0.7894974946975708,,
,0.0003,22815,,,,
65,,23165,,,0.703000009059906,0.8559755086898804
65,,23165,0.7195512652397156,0.783043384552002,,
,0.0003,23166,,,,
66,,23516,,,0.6985999941825867,0.8912327885627747
66,,23516,0.721777081489563,0.7804967164993286,,
,0.0003,23517,,,,
67,,23867,,,0.70660001039505,0.8430489301681519
67,,23867,0.7203302979469299,0.7776845097541809,,
,0.0003,23868,,,,
68,,24218,,,0.7088000178337097,0.8422331809997559
68,,24218,0.7260950803756714,0.769399106502533,,
,0.0003,24219,,,,
69,,24569,,,0.7045999765396118,0.8691262006759644
69,,24569,0.726206362247467,0.7593241333961487,,
,0.0003,24570,,,,
70,,24920,,,0.7131999731063843,0.8355879187583923
70,,24920,0.7254273295402527,0.7638555765151978,,
,0.0003,24921,,,,
71,,25271,,,0.7056000232696533,0.8529027104377747
71,,25271,0.7272079586982727,0.7641494870185852,,
,0.0003,25272,,,,
72,,25622,,,0.7053999900817871,0.8549598455429077
72,,25622,0.7275640964508057,0.7541926503181458,,
,0.0003,25623,,,,
73,,25973,,,0.7125999927520752,0.841101348400116
73,,25973,0.7295005321502686,0.75173419713974,,
,0.0003,25974,,,,
74,,26324,,,0.7179999947547913,0.8266749978065491
74,,26324,0.7334401607513428,0.7480279207229614,,
,0.0003,26325,,,,
75,,26675,,,0.7197999954223633,0.8252617120742798
75,,26675,0.7320601940155029,0.7452419400215149,,
,0.0003,26676,,,,
76,,27026,,,0.7106000185012817,0.8575321435928345
76,,27026,0.7326611280441284,0.7442325353622437,,
,0.0003,27027,,,,
77,,27377,,,0.6908000111579895,0.9056383967399597
77,,27377,0.7376246452331543,0.7397447824478149,,
,0.0003,27378,,,,
78,,27728,,,0.7253999710083008,0.8165427446365356
78,,27728,0.7382255792617798,0.7322945594787598,,
,0.0003,27729,,,,
79,,28079,,,0.7146000266075134,0.8246161341667175
79,,28079,0.7361111044883728,0.7358376979827881,,
,0.0003,28080,,,,
80,,28430,,,0.7166000008583069,0.8248119354248047
80,,28430,0.7395387887954712,0.7292191982269287,,
,0.0003,28431,,,,
81,,28781,,,0.7185999751091003,0.8246347904205322
81,,28781,0.742543637752533,0.7196903228759766,,
,0.0003,28782,,,,
82,,29132,,,0.724399983882904,0.8174181580543518
82,,29132,0.7426771521568298,0.721800684928894,,
,0.0003,29133,,,,
83,,29483,,,0.7089999914169312,0.8605227470397949
83,,29483,0.74307781457901,0.7145895957946777,,
,0.0003,29484,,,,
84,,29834,,,0.7164000272750854,0.81930011510849
84,,29834,0.7431223392486572,0.715459942817688,,
,0.0003,29835,,,,
85,,30185,,,0.7260000109672546,0.8125318884849548
85,,30185,0.7447916865348816,0.7145653963088989,,
,0.0003,30186,,,,
86,,30536,,,0.7185999751091003,0.8303181529045105
86,,30536,0.7455039024353027,0.7088598608970642,,
,0.0003,30537,,,,
87,,30887,,,0.7117999792098999,0.855337381362915
87,,30887,0.7440794110298157,0.7097508311271667,,
,0.0003,30888,,,,
88,,31238,,,0.7232000231742859,0.8171123266220093
88,,31238,0.7475739121437073,0.7029600143432617,,
,0.0003,31239,,,,
89,,31589,,,0.7261999845504761,0.8256669640541077
89,,31589,0.750556468963623,0.698147714138031,,
,0.0003,31590,,,,
90,,31940,,,0.7192000150680542,0.8205839991569519
90,,31940,0.7526264190673828,0.6905614137649536,,
,0.0003,31941,,,,
91,,32291,,,0.7311999797821045,0.806481122970581
91,,32291,0.7550970315933228,0.6883462071418762,,
,0.0003,32292,,,,
92,,32642,,,0.7260000109672546,0.8106207847595215
92,,32642,0.7540954351425171,0.6888883113861084,,
,0.0003,32643,,,,
93,,32993,,,0.727400004863739,0.806144118309021
93,,32993,0.7514467835426331,0.6878939867019653,,
,0.0003,32994,,,,
94,,33344,,,0.7221999764442444,0.8304958939552307
94,,33344,0.7534499764442444,0.680113673210144,,
,0.0003,33345,,,,
95,,33695,,,0.7257999777793884,0.8371051549911499
95,,33695,0.758168637752533,0.6754632592201233,,
,0.0003,33696,,,,
96,,34046,,,0.7184000015258789,0.839057445526123
96,,34046,0.7575899362564087,0.6751275062561035,,
,0.0003,34047,,,,
97,,34397,,,0.7214000225067139,0.8449145555496216
97,,34397,0.7623753547668457,0.6654374003410339,,
,0.0003,34398,,,,
98,,34748,,,0.7346000075340271,0.7998058795928955
98,,34748,0.7607282996177673,0.668043315410614,,
,0.0003,34749,,,,
99,,35099,,,0.7319999933242798,0.8157209157943726
99,,35099,0.7635995149612427,0.661864697933197,,
